holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,Vehicles,hour,weekday,is_weekend,signal_strategy,congestion
,281.372,0.0,0.0,92,Rain,light rain,2016-10-25 23:00:00,846,99,23,1,False,Extend Green Time,0
,280.151,0.0,0.0,92,Rain,moderate rain,2016-10-26 00:00:00,467,87,0,2,False,Extend Green Time,0
,280.151,0.0,0.0,92,Rain,moderate rain,2016-10-26 01:00:00,286,76,1,2,False,Extend Green Time,0
,280.151,0.0,0.0,92,Rain,moderate rain,2016-10-26 02:00:00,223,68,2,2,False,Extend Green Time,0
,279.226,0.0,0.0,92,Rain,moderate rain,2016-10-26 03:00:00,326,55,3,2,False,Extend Green Time,0
,279.226,0.0,0.0,92,Rain,moderate rain,2016-10-26 04:00:00,823,50,4,2,False,Normal Operation,0
,279.226,0.0,0.0,92,Rain,moderate rain,2016-10-26 05:00:00,2716,45,5,2,False,Normal Operation,0
,278.976,0.0,0.0,100,Rain,moderate rain,2016-10-26 06:00:00,5270,52,6,2,False,Extend Green Time,1
,278.976,0.0,0.0,100,Rain,moderate rain,2016-10-26 07:00:00,5380,53,7,2,False,Extend Green Time,1
,278.976,0.0,0.0,100,Rain,moderate rain,2016-10-26 08:00:00,5120,65,8,2,False,Extend Green Time,1
,279.589,0.0,0.0,92,Rain,light rain,2016-10-26 09:00:00,4466,70,9,2,False,Extend Green Time,1
,279.589,0.0,0.0,92,Rain,light rain,2016-10-26 10:00:00,4201,88,10,2,False,Extend Green Time,1
,279.589,0.0,0.0,92,Rain,light rain,2016-10-26 11:00:00,4159,142,11,2,False,Extend Green Time,1
,279.903,0.0,0.0,92,Rain,light rain,2016-10-26 12:00:00,4372,123,12,2,False,Extend Green Time,1
,279.903,0.0,0.0,92,Rain,light rain,2016-10-26 13:00:00,4362,105,13,2,False,Extend Green Time,1
,279.903,0.0,0.0,92,Rain,light rain,2016-10-26 14:00:00,4632,110,14,2,False,Extend Green Time,1
,279.925,0.0,0.0,92,Rain,light rain,2016-10-26 15:00:00,4756,100,15,2,False,Extend Green Time,1
,279.925,0.0,0.0,92,Rain,light rain,2016-10-26 16:00:00,6171,101,16,2,False,Extend Green Time,1
,279.925,0.0,0.0,92,Rain,light rain,2016-10-26 17:00:00,6000,103,17,2,False,Extend Green Time,1
,279.178,0.0,0.0,80,Clouds,broken clouds,2016-10-26 18:00:00,4458,115,18,2,False,Extend Green Time,1
,279.178,0.0,0.0,80,Clouds,broken clouds,2016-10-26 19:00:00,2993,124,19,2,False,Extend Green Time,0
,279.178,0.0,0.0,80,Clouds,broken clouds,2016-10-26 20:00:00,2446,125,20,2,False,Extend Green Time,0
,278.024,0.0,0.0,80,Clouds,broken clouds,2016-10-26 21:00:00,1970,114,21,2,False,Extend Green Time,0
,278.024,0.0,0.0,80,Clouds,broken clouds,2016-10-26 22:00:00,1408,111,22,2,False,Extend Green Time,0
,278.024,0.0,0.0,80,Clouds,broken clouds,2016-10-26 23:00:00,2202,103,23,2,False,Extend Green Time,0
,277.635,0.0,0.0,80,Clouds,broken clouds,2016-10-27 00:00:00,589,99,0,3,False,Extend Green Time,0
,277.635,0.0,0.0,80,Clouds,broken clouds,2016-10-27 01:00:00,325,85,1,3,False,Extend Green Time,0
,277.635,0.0,0.0,80,Clouds,broken clouds,2016-10-27 02:00:00,245,73,2,3,False,Extend Green Time,0
,276.07,0.0,0.0,56,Clouds,broken clouds,2016-10-27 03:00:00,352,68,3,3,False,Extend Green Time,0
,276.07,0.0,0.0,56,Clouds,broken clouds,2016-10-27 04:00:00,835,59,4,3,False,Extend Green Time,0
,276.07,0.0,0.0,56,Clouds,broken clouds,2016-10-27 05:00:00,2700,55,5,3,False,Extend Green Time,0
,274.788,0.0,0.0,20,Clouds,few clouds,2016-10-27 06:00:00,5350,60,6,3,False,Extend Green Time,1
,274.788,0.0,0.0,20,Clouds,few clouds,2016-10-27 07:00:00,6170,68,7,3,False,Extend Green Time,1
,274.788,0.0,0.0,20,Clouds,few clouds,2016-10-27 08:00:00,5798,75,8,3,False,Extend Green Time,1
,278.762,0.0,0.0,36,Clouds,scattered clouds,2016-10-27 09:00:00,4827,77,9,3,False,Extend Green Time,1
,278.762,0.0,0.0,36,Clouds,scattered clouds,2016-10-27 10:00:00,4164,93,10,3,False,Extend Green Time,1
,278.762,0.0,0.0,36,Clouds,scattered clouds,2016-10-27 11:00:00,4432,106,11,3,False,Extend Green Time,1
,281.469,0.0,0.0,80,Clouds,broken clouds,2016-10-27 12:00:00,4556,119,12,3,False,Extend Green Time,1
,281.469,0.0,0.0,80,Clouds,broken clouds,2016-10-27 13:00:00,4710,115,13,3,False,Extend Green Time,1
,281.469,0.0,0.0,80,Clouds,broken clouds,2016-10-27 14:00:00,4772,110,14,3,False,Extend Green Time,1
,282.889,0.0,0.0,12,Clouds,few clouds,2016-10-27 15:00:00,4922,111,15,3,False,Extend Green Time,1
,282.889,0.0,0.0,12,Clouds,few clouds,2016-10-27 16:00:00,6534,99,16,3,False,Extend Green Time,1
,282.889,0.0,0.0,12,Clouds,few clouds,2016-10-27 17:00:00,6013,108,17,3,False,Extend Green Time,1
,280.562,0.0,0.0,0,Clear,Sky is Clear,2016-10-27 18:00:00,4634,112,18,3,False,Extend Green Time,1
,280.562,0.0,0.0,0,Clear,Sky is Clear,2016-10-27 19:00:00,3514,118,19,3,False,Extend Green Time,0
,280.562,0.0,0.0,0,Clear,Sky is Clear,2016-10-27 20:00:00,2646,118,20,3,False,Extend Green Time,0
,280.686,0.0,0.0,64,Clouds,broken clouds,2016-10-27 21:00:00,2492,116,21,3,False,Extend Green Time,0
,280.686,0.0,0.0,64,Clouds,broken clouds,2016-10-27 22:00:00,1860,87,22,3,False,Extend Green Time,0
,280.686,0.0,0.0,64,Clouds,broken clouds,2016-10-27 23:00:00,1981,92,23,3,False,Extend Green Time,0
,281.372,0.0,0.0,12,Clouds,few clouds,2016-10-28 00:00:00,697,96,0,4,False,Extend Green Time,0
,281.372,0.0,0.0,12,Clouds,few clouds,2016-10-28 01:00:00,389,76,1,4,False,Extend Green Time,0
,281.372,0.0,0.0,12,Clouds,few clouds,2016-10-28 02:00:00,342,67,2,4,False,Extend Green Time,0
,281.915,0.0,0.0,56,Clouds,broken clouds,2016-10-28 03:00:00,380,59,3,4,False,Extend Green Time,0
,281.915,0.0,0.0,56,Clouds,broken clouds,2016-10-28 04:00:00,799,58,4,4,False,Extend Green Time,0
,281.915,0.0,0.0,56,Clouds,broken clouds,2016-10-28 05:00:00,2504,48,5,4,False,Normal Operation,0
,283.84,0.0,0.0,56,Clouds,broken clouds,2016-10-28 06:00:00,5369,52,6,4,False,Extend Green Time,1
,283.84,0.0,0.0,56,Clouds,broken clouds,2016-10-28 07:00:00,6310,60,7,4,False,Extend Green Time,1
,283.84,0.0,0.0,56,Clouds,broken clouds,2016-10-28 08:00:00,5082,71,8,4,False,Extend Green Time,1
,285.82,0.0,0.0,48,Clouds,scattered clouds,2016-10-28 09:00:00,4637,66,9,4,False,Extend Green Time,1
,285.82,0.0,0.0,48,Clouds,scattered clouds,2016-10-28 10:00:00,4324,75,10,4,False,Extend Green Time,1
,285.82,0.0,0.0,48,Clouds,scattered clouds,2016-10-28 11:00:00,4584,86,11,4,False,Extend Green Time,1
,291.14,0.0,0.0,44,Clouds,scattered clouds,2016-10-28 12:00:00,4570,106,12,4,False,Extend Green Time,1
,291.14,0.0,0.0,44,Clouds,scattered clouds,2016-10-28 13:00:00,4668,110,13,4,False,Extend Green Time,1
,291.14,0.0,0.0,44,Clouds,scattered clouds,2016-10-28 14:00:00,4825,99,14,4,False,Extend Green Time,1
,294.459,0.0,0.0,8,Clear,sky is clear,2016-10-28 15:00:00,5640,98,15,4,False,Extend Green Time,1
,294.459,0.0,0.0,8,Clear,sky is clear,2016-10-28 16:00:00,5998,86,16,4,False,Extend Green Time,1
,294.459,0.0,0.0,8,Clear,sky is clear,2016-10-28 17:00:00,5621,93,17,4,False,Extend Green Time,1
,290.273,0.0,0.0,0,Clear,Sky is Clear,2016-10-28 18:00:00,4982,105,18,4,False,Extend Green Time,1
,290.273,0.0,0.0,0,Clear,Sky is Clear,2016-10-28 19:00:00,3788,107,19,4,False,Extend Green Time,0
,290.273,0.0,0.0,0,Clear,Sky is Clear,2016-10-28 20:00:00,2911,101,20,4,False,Extend Green Time,0
,286.107,0.0,0.0,56,Clouds,broken clouds,2016-10-28 21:00:00,2785,100,21,4,False,Extend Green Time,0
,286.107,0.0,0.0,56,Clouds,broken clouds,2016-10-28 22:00:00,2671,95,22,4,False,Extend Green Time,0
,286.107,0.0,0.0,56,Clouds,broken clouds,2016-10-28 23:00:00,1940,84,23,4,False,Extend Green Time,0
,284.454,0.0,0.0,80,Clouds,broken clouds,2016-10-29 00:00:00,1151,87,0,5,True,Extend Green Time,0
,284.454,0.0,0.0,80,Clouds,broken clouds,2016-10-29 01:00:00,793,70,1,5,True,Extend Green Time,0
,284.454,0.0,0.0,80,Clouds,broken clouds,2016-10-29 02:00:00,580,63,2,5,True,Extend Green Time,0
,283.805,0.0,0.0,56,Clouds,broken clouds,2016-10-29 03:00:00,644,46,3,5,True,Normal Operation,0
,283.805,0.0,0.0,56,Clouds,broken clouds,2016-10-29 04:00:00,607,46,4,5,True,Normal Operation,0
,283.805,0.0,0.0,56,Clouds,broken clouds,2016-10-29 05:00:00,802,45,5,5,True,Normal Operation,0
,282.4240000000001,0.0,0.0,80,Clouds,broken clouds,2016-10-29 06:00:00,1470,42,6,5,True,Normal Operation,0
,282.4240000000001,0.0,0.0,80,Clouds,broken clouds,2016-10-29 07:00:00,2328,47,7,5,True,Normal Operation,0
,282.4240000000001,0.0,0.0,80,Clouds,broken clouds,2016-10-29 08:00:00,3251,42,8,5,True,Normal Operation,0
,283.699,0.0,0.0,80,Clouds,broken clouds,2016-10-29 09:00:00,3823,53,9,5,True,Extend Green Time,0
,283.699,0.0,0.0,80,Clouds,broken clouds,2016-10-29 10:00:00,4007,55,10,5,True,Extend Green Time,1
,283.699,0.0,0.0,80,Clouds,broken clouds,2016-10-29 11:00:00,4451,60,11,5,True,Extend Green Time,1
,284.637,0.0,0.0,92,Clouds,overcast clouds,2016-10-29 12:00:00,4144,56,12,5,True,Extend Green Time,1
,284.637,0.0,0.0,92,Clouds,overcast clouds,2016-10-29 13:00:00,3807,50,13,5,True,Maintain Balanced Signal,0
,284.637,0.0,0.0,92,Clouds,overcast clouds,2016-10-29 14:00:00,3789,46,14,5,True,Maintain Balanced Signal,0
,284.311,0.0,0.0,92,Rain,light rain,2016-10-29 15:00:00,3779,53,15,5,True,Extend Green Time,0
,284.311,0.0,0.0,92,Rain,light rain,2016-10-29 16:00:00,3899,49,16,5,True,Maintain Balanced Signal,0
,284.311,0.0,0.0,92,Rain,light rain,2016-10-29 17:00:00,3825,59,17,5,True,Extend Green Time,0
,282.5370000000001,0.0,0.0,92,Rain,light rain,2016-10-29 18:00:00,3713,63,18,5,True,Extend Green Time,0
,282.5370000000001,0.0,0.0,92,Rain,light rain,2016-10-29 19:00:00,3305,61,19,5,True,Extend Green Time,0
,282.5370000000001,0.0,0.0,92,Rain,light rain,2016-10-29 20:00:00,2824,62,20,5,True,Extend Green Time,0
,281.379,0.0,0.0,64,Rain,light rain,2016-10-29 21:00:00,3790,64,21,5,True,Extend Green Time,0
,281.379,0.0,0.0,64,Rain,light rain,2016-10-29 22:00:00,3689,69,22,5,True,Extend Green Time,0
,281.379,0.0,0.0,64,Rain,light rain,2016-10-29 23:00:00,2134,66,23,5,True,Extend Green Time,0
,279.261,0.0,0.0,48,Clouds,scattered clouds,2016-10-30 00:00:00,1289,64,0,6,True,Extend Green Time,0
,279.261,0.0,0.0,48,Clouds,scattered clouds,2016-10-30 01:00:00,708,53,1,6,True,Extend Green Time,0
,279.261,0.0,0.0,48,Clouds,scattered clouds,2016-10-30 02:00:00,432,47,2,6,True,Normal Operation,0
,276.453,0.0,0.0,0,Clear,Sky is Clear,2016-10-30 03:00:00,429,43,3,6,True,Normal Operation,0
,276.453,0.0,0.0,0,Clear,Sky is Clear,2016-10-30 04:00:00,325,39,4,6,True,Normal Operation,0
,276.453,0.0,0.0,0,Clear,Sky is Clear,2016-10-30 05:00:00,469,34,5,6,True,Normal Operation,0
,273.613,0.0,0.0,0,Clear,Sky is Clear,2016-10-30 06:00:00,750,40,6,6,True,Normal Operation,0
,273.613,0.0,0.0,0,Clear,Sky is Clear,2016-10-30 07:00:00,998,36,7,6,True,Normal Operation,0
,273.613,0.0,0.0,0,Clear,Sky is Clear,2016-10-30 08:00:00,1692,46,8,6,True,Normal Operation,0
,276.894,0.0,0.0,0,Clear,Sky is Clear,2016-10-30 09:00:00,2276,47,9,6,True,Normal Operation,0
,276.894,0.0,0.0,0,Clear,Sky is Clear,2016-10-30 10:00:00,3014,53,10,6,True,Extend Green Time,0
,276.894,0.0,0.0,0,Clear,Sky is Clear,2016-10-30 11:00:00,3277,53,11,6,True,Extend Green Time,0
,280.624,0.0,0.0,12,Clouds,few clouds,2016-10-30 12:00:00,3644,54,12,6,True,Extend Green Time,0
,280.624,0.0,0.0,12,Clouds,few clouds,2016-10-30 13:00:00,3911,46,13,6,True,Maintain Balanced Signal,0
,280.624,0.0,0.0,12,Clouds,few clouds,2016-10-30 14:00:00,4204,45,14,6,True,Maintain Balanced Signal,1
,281.987,0.0,0.0,0,Clear,Sky is Clear,2016-10-30 15:00:00,3893,51,15,6,True,Extend Green Time,0
,281.987,0.0,0.0,0,Clear,Sky is Clear,2016-10-30 16:00:00,4065,54,16,6,True,Extend Green Time,1
,281.987,0.0,0.0,0,Clear,Sky is Clear,2016-10-30 17:00:00,4060,54,17,6,True,Extend Green Time,1
,277.29900000000004,0.0,0.0,8,Clear,sky is clear,2016-10-30 18:00:00,3616,62,18,6,True,Extend Green Time,0
,277.29900000000004,0.0,0.0,8,Clear,sky is clear,2016-10-30 19:00:00,2973,64,19,6,True,Extend Green Time,0
,277.29900000000004,0.0,0.0,8,Clear,sky is clear,2016-10-30 20:00:00,2378,62,20,6,True,Extend Green Time,0
,275.942,0.0,0.0,24,Clouds,few clouds,2016-10-30 21:00:00,2001,62,21,6,True,Extend Green Time,0
,275.942,0.0,0.0,24,Clouds,few clouds,2016-10-30 22:00:00,1459,68,22,6,True,Extend Green Time,0
,275.942,0.0,0.0,24,Clouds,few clouds,2016-10-30 23:00:00,1006,66,23,6,True,Extend Green Time,0
,276.426,0.0,0.0,48,Clouds,scattered clouds,2016-10-31 00:00:00,492,60,0,0,False,Extend Green Time,0
,276.426,0.0,0.0,48,Clouds,scattered clouds,2016-10-31 01:00:00,329,53,1,0,False,Extend Green Time,0
,276.426,0.0,0.0,48,Clouds,scattered clouds,2016-10-31 02:00:00,255,50,2,0,False,Normal Operation,0
,278.653,0.0,0.0,64,Clouds,broken clouds,2016-10-31 03:00:00,304,51,3,0,False,Extend Green Time,0
,278.653,0.0,0.0,64,Clouds,broken clouds,2016-10-31 04:00:00,787,51,4,0,False,Extend Green Time,0
,278.653,0.0,0.0,64,Clouds,broken clouds,2016-10-31 05:00:00,2623,45,5,0,False,Normal Operation,0
,279.752,0.0,0.0,32,Clouds,scattered clouds,2016-10-31 06:00:00,5548,48,6,0,False,Extend Green Time,1
,279.752,0.0,0.0,32,Clouds,scattered clouds,2016-10-31 07:00:00,6119,52,7,0,False,Extend Green Time,1
,279.752,0.0,0.0,32,Clouds,scattered clouds,2016-10-31 08:00:00,5108,56,8,0,False,Extend Green Time,1
,281.696,0.0,0.0,92,Clouds,overcast clouds,2016-10-31 09:00:00,4795,63,9,0,False,Extend Green Time,1
,281.696,0.0,0.0,92,Clouds,overcast clouds,2016-10-31 10:00:00,4002,74,10,0,False,Extend Green Time,1
,281.696,0.0,0.0,92,Clouds,overcast clouds,2016-10-31 11:00:00,4160,81,11,0,False,Extend Green Time,1
,285.885,0.0,0.0,76,Rain,light rain,2016-10-31 12:00:00,4230,80,12,0,False,Extend Green Time,1
,285.885,0.0,0.0,76,Rain,light rain,2016-10-31 13:00:00,4351,79,13,0,False,Extend Green Time,1
,285.885,0.0,0.0,76,Rain,light rain,2016-10-31 14:00:00,4727,90,14,0,False,Extend Green Time,1
,287.007,0.0,0.0,92,Rain,light rain,2016-10-31 15:00:00,5500,83,15,0,False,Extend Green Time,1
,287.007,0.0,0.0,92,Rain,light rain,2016-10-31 16:00:00,6242,89,16,0,False,Extend Green Time,1
,287.007,0.0,0.0,92,Rain,light rain,2016-10-31 17:00:00,5327,85,17,0,False,Extend Green Time,1
,287.153,0.0,0.0,92,Rain,light rain,2016-10-31 18:00:00,3455,96,18,0,False,Extend Green Time,0
,287.153,0.0,0.0,92,Rain,light rain,2016-10-31 19:00:00,2282,117,19,0,False,Extend Green Time,0
,287.153,0.0,0.0,92,Rain,light rain,2016-10-31 20:00:00,2147,109,20,0,False,Extend Green Time,0
,287.606,0.0,0.0,0,Clear,Sky is Clear,2016-10-31 21:00:00,2090,113,21,0,False,Extend Green Time,0
,287.606,0.0,0.0,0,Clear,Sky is Clear,2016-10-31 22:00:00,1511,90,22,0,False,Extend Green Time,0
,287.606,0.0,0.0,0,Clear,Sky is Clear,2016-10-31 23:00:00,1019,94,23,0,False,Extend Green Time,0
,286.399,0.0,0.0,8,Clear,sky is clear,2016-11-01 00:00:00,565,88,0,1,False,Extend Green Time,0
,286.399,0.0,0.0,8,Clear,sky is clear,2016-11-01 01:00:00,394,75,1,1,False,Extend Green Time,0
,286.399,0.0,0.0,8,Clear,sky is clear,2016-11-01 02:00:00,252,77,2,1,False,Extend Green Time,0
,283.649,0.0,0.0,0,Clear,Sky is Clear,2016-11-01 03:00:00,320,64,3,1,False,Extend Green Time,0
,283.649,0.0,0.0,0,Clear,Sky is Clear,2016-11-01 04:00:00,799,50,4,1,False,Normal Operation,0
,283.649,0.0,0.0,0,Clear,Sky is Clear,2016-11-01 05:00:00,2707,49,5,1,False,Normal Operation,0
,281.469,0.0,0.0,0,Clear,Sky is Clear,2016-11-01 06:00:00,5502,58,6,1,False,Extend Green Time,1
,281.469,0.0,0.0,0,Clear,Sky is Clear,2016-11-01 07:00:00,6092,60,7,1,False,Extend Green Time,1
,281.469,0.0,0.0,0,Clear,Sky is Clear,2016-11-01 08:00:00,5467,68,8,1,False,Extend Green Time,1
,283.585,0.0,0.0,0,Clear,Sky is Clear,2016-11-01 09:00:00,4892,66,9,1,False,Extend Green Time,1
,283.585,0.0,0.0,0,Clear,Sky is Clear,2016-11-01 10:00:00,4293,70,10,1,False,Extend Green Time,1
,283.585,0.0,0.0,0,Clear,Sky is Clear,2016-11-01 11:00:00,4285,80,11,1,False,Extend Green Time,1
,287.15,0.0,0.0,1,Clear,sky is clear,2016-11-01 12:00:00,4252,81,12,1,False,Extend Green Time,1
,288.75,0.0,0.0,40,Clouds,scattered clouds,2016-11-01 13:00:00,4608,70,13,1,False,Extend Green Time,1
,289.29,0.0,0.0,1,Clear,sky is clear,2016-11-01 14:00:00,4743,78,14,1,False,Extend Green Time,1
,289.75,0.0,0.0,1,Clear,sky is clear,2016-11-01 15:00:00,5271,87,15,1,False,Extend Green Time,1
,289.35,0.0,0.0,75,Clouds,broken clouds,2016-11-01 16:00:00,6103,82,16,1,False,Extend Green Time,1
,289.02,0.0,0.0,1,Clear,sky is clear,2016-11-01 17:00:00,5926,84,17,1,False,Extend Green Time,1
,287.1,0.0,0.0,1,Clear,sky is clear,2016-11-01 18:00:00,4563,105,18,1,False,Extend Green Time,1
,284.59,0.0,0.0,1,Clear,sky is clear,2016-11-01 19:00:00,3097,126,19,1,False,Extend Green Time,0
,282.6,0.0,0.0,1,Clear,sky is clear,2016-11-01 20:00:00,2494,119,20,1,False,Extend Green Time,0
,280.65,0.0,0.0,1,Clear,sky is clear,2016-11-01 21:00:00,3161,111,21,1,False,Extend Green Time,0
,280.22,0.0,0.0,1,Clear,sky is clear,2016-11-01 22:00:00,2922,111,22,1,False,Extend Green Time,0
,279.22,0.0,0.0,1,Clear,sky is clear,2016-11-01 23:00:00,1079,93,23,1,False,Extend Green Time,0
,278.89,0.0,0.0,1,Clear,sky is clear,2016-11-02 00:00:00,559,92,0,2,False,Extend Green Time,0
,278.35,0.0,0.0,90,Clouds,overcast clouds,2016-11-02 01:00:00,351,83,1,2,False,Extend Green Time,0
,277.61,0.0,0.0,90,Clouds,overcast clouds,2016-11-02 02:00:00,276,71,2,2,False,Extend Green Time,0
,277.62,0.0,0.0,1,Mist,mist,2016-11-02 03:00:00,348,62,3,2,False,Extend Green Time,0
,277.09,0.0,0.0,1,Mist,mist,2016-11-02 04:00:00,801,54,4,2,False,Extend Green Time,0
,276.75,0.0,0.0,75,Mist,mist,2016-11-02 05:00:00,2711,51,5,2,False,Extend Green Time,0
,276.09,0.0,0.0,1,Mist,mist,2016-11-02 06:00:00,5477,52,6,2,False,Extend Green Time,1
,276.33,0.0,0.0,75,Clouds,broken clouds,2016-11-02 07:00:00,5805,56,7,2,False,Extend Green Time,1
,277.54,0.0,0.0,90,Mist,mist,2016-11-02 08:00:00,5276,63,8,2,False,Extend Green Time,1
,278.74,0.0,0.0,75,Mist,mist,2016-11-02 09:00:00,5140,70,9,2,False,Extend Green Time,1
,280.94,0.0,0.0,75,Mist,mist,2016-11-02 10:00:00,4262,83,10,2,False,Extend Green Time,1
,283.27,0.0,0.0,75,Clouds,broken clouds,2016-11-02 11:00:00,4301,100,11,2,False,Extend Green Time,1
,284.96,0.0,0.0,75,Clouds,broken clouds,2016-11-02 12:00:00,4390,98,12,2,False,Extend Green Time,1
,286.82,0.0,0.0,1,Clear,sky is clear,2016-11-02 13:00:00,4323,93,13,2,False,Extend Green Time,1
,288.68,0.0,0.0,75,Clouds,broken clouds,2016-11-02 14:00:00,4709,108,14,2,False,Extend Green Time,1
,289.29,0.0,0.0,90,Clouds,overcast clouds,2016-11-02 15:00:00,5406,99,15,2,False,Extend Green Time,1
,288.95,0.0,0.0,90,Clouds,overcast clouds,2016-11-02 16:00:00,6364,96,16,2,False,Extend Green Time,1
,287.96,0.0,0.0,90,Clouds,overcast clouds,2016-11-02 17:00:00,5972,96,17,2,False,Extend Green Time,1
,286.52,0.0,0.0,75,Clouds,broken clouds,2016-11-02 18:00:00,4401,102,18,2,False,Extend Green Time,1
,285.09,0.0,0.0,1,Clear,sky is clear,2016-11-02 19:00:00,3115,111,19,2,False,Extend Green Time,0
,282.49,0.0,0.0,1,Clear,sky is clear,2016-11-02 20:00:00,2538,100,20,2,False,Extend Green Time,0
,281.53,0.0,0.0,75,Clouds,broken clouds,2016-11-02 21:00:00,2139,97,21,2,False,Extend Green Time,0
,281.96,0.0,0.0,75,Clouds,broken clouds,2016-11-02 22:00:00,1420,100,22,2,False,Extend Green Time,0
,281.9,0.0,0.0,40,Mist,mist,2016-11-02 23:00:00,992,98,23,2,False,Extend Green Time,0
,281.9,0.0,0.0,40,Drizzle,light intensity drizzle,2016-11-02 23:00:00,992,98,23,2,False,Extend Green Time,0
,280.42,0.0,0.0,20,Clouds,few clouds,2016-11-03 00:00:00,1024,93,0,3,False,Extend Green Time,0
,279.15,0.0,0.0,20,Mist,mist,2016-11-03 01:00:00,561,74,1,3,False,Extend Green Time,0
,278.77,0.0,0.0,20,Mist,mist,2016-11-03 02:00:00,443,69,2,3,False,Extend Green Time,0
,278.65,0.0,0.0,1,Mist,mist,2016-11-03 03:00:00,476,68,3,3,False,Extend Green Time,0
,278.78,0.0,0.0,1,Mist,mist,2016-11-03 04:00:00,965,52,4,3,False,Extend Green Time,0
,278.94,0.0,0.0,1,Mist,mist,2016-11-03 05:00:00,2812,44,5,3,False,Normal Operation,0
,279.15,0.0,0.0,1,Mist,mist,2016-11-03 06:00:00,5706,51,6,3,False,Extend Green Time,1
,279.62,0.0,0.0,1,Fog,fog,2016-11-03 07:00:00,6308,56,7,3,False,Extend Green Time,1
,279.41,0.0,0.0,1,Fog,fog,2016-11-03 08:00:00,5865,60,8,3,False,Extend Green Time,1
,279.41,0.0,0.0,1,Mist,mist,2016-11-03 08:00:00,5865,60,8,3,False,Extend Green Time,1
,279.88,0.0,0.0,75,Mist,mist,2016-11-03 09:00:00,5410,69,9,3,False,Extend Green Time,1
,280.77,0.0,0.0,1,Mist,mist,2016-11-03 10:00:00,4321,88,10,3,False,Extend Green Time,1
,284.89,0.0,0.0,75,Clouds,broken clouds,2016-11-03 11:00:00,4459,103,11,3,False,Extend Green Time,1
,287.02,0.0,0.0,20,Clouds,few clouds,2016-11-03 12:00:00,4731,107,12,3,False,Extend Green Time,1
,287.28,0.0,0.0,20,Clouds,few clouds,2016-11-03 13:00:00,4646,91,13,3,False,Extend Green Time,1
,290.01,0.0,0.0,1,Clear,sky is clear,2016-11-03 14:00:00,5182,118,14,3,False,Extend Green Time,1
,290.88,0.0,0.0,1,Clear,sky is clear,2016-11-03 15:00:00,5604,111,15,3,False,Extend Green Time,1
,291.01,0.0,0.0,1,Clear,sky is clear,2016-11-03 16:00:00,6325,103,16,3,False,Extend Green Time,1
,290.75,0.0,0.0,1,Clear,sky is clear,2016-11-03 17:00:00,6131,105,17,3,False,Extend Green Time,1
,288.48,0.0,0.0,1,Clear,sky is clear,2016-11-03 18:00:00,4717,106,18,3,False,Extend Green Time,1
,286.16,0.0,0.0,1,Clear,sky is clear,2016-11-03 19:00:00,3283,106,19,3,False,Extend Green Time,0
,282.73,0.0,0.0,1,Clear,sky is clear,2016-11-03 20:00:00,2920,115,20,3,False,Extend Green Time,0
,280.76,0.0,0.0,1,Clear,sky is clear,2016-11-03 21:00:00,2443,104,21,3,False,Extend Green Time,0
,279.42,0.0,0.0,1,Clear,sky is clear,2016-11-03 22:00:00,1716,99,22,3,False,Extend Green Time,0
,278.29,0.0,0.0,1,Clear,sky is clear,2016-11-03 23:00:00,1116,98,23,3,False,Extend Green Time,0
,277.29,0.0,0.0,1,Clear,sky is clear,2016-11-04 00:00:00,639,90,0,4,False,Extend Green Time,0
,277.59,0.0,0.0,1,Clear,sky is clear,2016-11-04 01:00:00,375,76,1,4,False,Extend Green Time,0
,277.02,0.0,0.0,1,Clear,sky is clear,2016-11-04 02:00:00,309,71,2,4,False,Extend Green Time,0
,277.22,0.0,0.0,1,Clear,sky is clear,2016-11-04 03:00:00,372,58,3,4,False,Extend Green Time,0
,276.96,0.0,0.0,1,Mist,mist,2016-11-04 04:00:00,768,48,4,4,False,Normal Operation,0
,276.78,0.0,0.0,1,Mist,mist,2016-11-04 05:00:00,2475,51,5,4,False,Extend Green Time,0
,276.08,0.0,0.0,1,Mist,mist,2016-11-04 06:00:00,5225,49,6,4,False,Extend Green Time,1
,276.08,0.0,0.0,1,Fog,fog,2016-11-04 06:00:00,5225,49,6,4,False,Extend Green Time,1
,277.01,0.0,0.0,1,Mist,mist,2016-11-04 07:00:00,6166,61,7,4,False,Extend Green Time,1
,277.01,0.0,0.0,1,Fog,fog,2016-11-04 07:00:00,6166,61,7,4,False,Extend Green Time,1
,277.28,0.0,0.0,1,Mist,mist,2016-11-04 08:00:00,5310,57,8,4,False,Extend Green Time,1
,278.81,0.0,0.0,1,Mist,mist,2016-11-04 09:00:00,4750,72,9,4,False,Extend Green Time,1
,282.74,0.0,0.0,1,Clear,sky is clear,2016-11-04 10:00:00,4252,84,10,4,False,Extend Green Time,1
,285.75,0.0,0.0,1,Haze,haze,2016-11-04 11:00:00,4661,89,11,4,False,Extend Green Time,1
,288.55,0.0,0.0,1,Clear,sky is clear,2016-11-04 12:00:00,4549,90,12,4,False,Extend Green Time,1
,290.48,0.0,0.0,1,Clear,sky is clear,2016-11-04 13:00:00,4607,84,13,4,False,Extend Green Time,1
